House_ID,Neighborhood,Monthly_Rent_EGP,Bedrooms,Has_Workspace,Allows_Pets,Quietness_Score,Natural_Light_Index,Soundproofing_Score,Greenery_Proximity,Air_Quality_Index,Walkability_Score,Wheelchair_Accessible,Elevator_Access,Smart_Home_Ready,Medical_Proximity_Score
8834,Al Rehab,31410,1,1,0,3,4,6,8,8,8,1,1,1,5
8835,Haram,13895,5,1,1,8,7,8,6,9,3,1,1,0,4
8836,Dokki,10406,5,0,0,7,10,9,4,6,6,1,1,0,7
8837,Haram,37924,1,0,0,7,7,8,1,5,5,1,1,0,6
8838,Mohandeseen,45303,5,1,0,2,4,2,2,9,7,1,1,0,8
8839,Heliopolis,9295,5,1,0,2,9,5,5,5,4,1,0,0,6
8840,Dokki,16264,5,1,0,7,10,5,9,10,10,1,0,0,4
8841,Madinaty,32038,4,1,0,7,3,10,8,3,2,1,1,0,4
8842,Al Rehab,42922,2,0,0,5,8,7,7,3,9,1,1,1,8
8843,El Obour,13136,5,1,1,9,7,7,10,5,7,0,1,0,10
8844,6th of October,17213,1,1,1,10,10,6,2,3,5,0,0,0,8
8845,Dokki,16072,5,1,0,7,10,6,5,4,10,0,1,0,5
8846,6th of October,47010,4,1,0,9,10,10,1,8,2,0,0,0,8
8847,El Obour,40053,4,0,1,9,6,3,2,5,10,1,1,0,8
8848,New Cairo,31431,5,0,0,3,6,6,7,7,3,1,1,0,8
8849,New Cairo,46290,3,1,0,5,8,2,9,3,7,1,1,1,6
8850,Zamalek,6003,2,1,0,2,3,6,10,5,9,0,0,1,9
8851,New Capital,23999,1,1,0,2,7,5,10,7,3,1,1,0,5
8852,Maadi,35279,1,0,0,7,9,5,4,4,6,0,1,0,8
8853,New Cairo,46747,1,0,0,8,10,5,9,4,5,0,1,0,5
8854,Downtown Cairo,14438,1,0,0,6,3,4,9,6,6,0,1,0,9
8855,Heliopolis,18227,4,1,0,9,6,7,4,8,5,0,1,1,8
8856,El Obour,7672,2,1,0,10,7,4,9,8,4,1,1,0,5
8857,Zamalek,11458,5,0,0,5,7,7,8,9,5,1,1,0,10
8858,New Capital,22539,5,1,1,2,8,7,8,7,6,0,1,0,5
8859,Faisal,7479,3,1,1,7,8,3,3,7,2,0,1,0,8
8860,Zamalek,18887,5,1,0,2,8,10,2,10,5,1,1,0,8
8861,Maadi,4051,2,1,0,3,10,9,8,8,10,0,0,0,5
8862,Downtown Cairo,6159,5,1,1,5,10,8,8,7,9,0,1,0,4
8863,Mokattam,8390,4,1,1,5,8,10,1,4,6,1,1,0,10
8864,Faisal,24035,5,0,1,7,3,9,7,9,4,1,0,0,5
8865,Al Rehab,32491,1,1,0,9,10,10,8,9,3,1,1,0,6
8866,Downtown Cairo,20080,1,1,0,4,10,9,7,9,9,0,1,0,7
8867,Heliopolis,38880,1,0,1,7,9,4,3,6,9,0,1,1,5
8868,New Capital,49520,1,1,0,4,7,2,7,4,6,1,1,0,5
8869,6th of October,26149,4,1,0,3,3,7,5,10,8,0,0,0,4
8870,Nasr City,19339,4,1,0,5,9,4,1,8,2,1,1,0,8
8871,New Capital,33305,4,0,0,5,5,4,9,5,7,1,1,1,4
8872,Maadi,5354,5,1,0,3,9,7,3,7,10,0,1,0,4
8873,Heliopolis,9620,1,0,0,4,5,10,6,7,8,0,1,0,9
8874,Haram,7754,3,0,1,10,9,6,3,6,6,0,1,0,10
8875,Faisal,20593,3,1,0,10,9,2,5,6,7,0,1,0,10
8876,6th of October,20167,1,1,0,8,10,8,4,7,8,1,0,0,10
8877,Heliopolis,26555,2,1,0,3,6,10,2,4,7,1,0,0,10
8878,Mokattam,37005,5,1,0,6,6,3,4,8,6,0,1,0,4
8879,El Obour,45295,3,1,1,9,4,10,4,10,3,0,0,0,4
8880,Al Rehab,44843,4,1,0,2,5,6,9,8,4,1,1,0,4
8881,El Shorouk,12691,2,1,0,2,9,2,8,10,5,1,1,0,5
8882,Faisal,13756,4,0,0,7,9,5,6,6,6,1,1,0,7
8883,Faisal,40308,2,1,0,8,5,9,1,7,2,0,1,0,9
8884,Faisal,13327,2,0,0,8,10,4,9,5,8,0,0,0,10
8885,El Obour,32520,5,0,0,4,9,6,3,6,9,1,1,0,4
8886,Mokattam,47308,4,1,0,5,8,3,4,3,8,0,1,0,10
8887,Haram,44025,4,1,1,10,10,6,10,9,6,0,1,1,4
8888,El Shorouk,32900,3,1,0,5,10,10,10,5,2,0,1,0,4
8889,Sheikh Zayed,20533,1,1,0,6,10,4,9,8,10,0,1,0,8
8890,Madinaty,35881,1,0,0,7,8,8,7,7,3,1,1,1,8
8891,Helwan,31782,3,0,0,8,10,7,4,6,2,0,0,1,5
8892,Sheikh Zayed,48488,2,0,0,6,4,3,8,9,3,0,1,1,6
8893,El Shorouk,5624,3,0,1,8,3,8,5,6,5,0,1,0,5
8894,El Obour,44429,3,1,0,3,5,5,8,4,3,1,1,0,4
8895,Sheikh Zayed,24812,4,0,0,8,8,7,7,8,7,1,1,1,9
8896,Madinaty,11529,3,1,0,6,5,8,9,7,9,0,1,0,8
8897,New Cairo,24653,2,1,0,6,9,10,8,8,10,1,1,0,10
8898,Downtown Cairo,31860,1,1,0,7,6,8,1,3,9,1,1,0,8
8899,Maadi,17654,5,0,0,10,10,4,9,8,9,1,0,0,6
8900,Helwan,6108,3,1,0,5,4,10,8,7,10,0,1,0,6
8901,Heliopolis,7947,3,1,1,6,4,7,4,8,9,0,1,1,6
8902,Mohandeseen,11899,4,0,0,6,6,5,7,9,3,0,0,0,9
8903,New Cairo,17372,4,1,0,4,9,6,8,10,8,1,1,1,10
8904,Haram,41682,3,0,0,4,10,2,4,6,4,1,1,0,10
8905,Zamalek,34373,3,1,1,2,5,5,6,6,2,1,1,0,4
8906,Shoubra,43435,2,1,0,5,7,4,10,3,10,0,0,0,9
8907,Dokki,6263,1,1,0,10,4,7,7,5,9,0,1,1,9
8908,New Cairo,30188,1,1,0,3,10,10,10,7,7,1,1,1,8
8909,Sheikh Zayed,40583,5,1,0,5,5,4,9,7,3,0,1,1,7
8910,6th of October,33295,1,1,1,10,3,6,10,7,2,1,1,1,9
8911,Nasr City,4577,5,1,1,10,9,3,8,4,7,0,1,1,7
8912,Faisal,19029,4,1,1,9,4,10,9,9,6,0,0,0,6
8913,Downtown Cairo,39531,5,1,0,3,6,9,4,8,3,0,1,1,4
8914,Mohandeseen,34066,5,0,0,4,9,5,8,3,2,0,0,0,8
8915,Heliopolis,21613,1,0,0,7,4,9,10,9,4,0,1,0,8
8916,Haram,23560,3,0,0,3,6,5,5,10,6,0,0,0,10
8917,Faisal,12945,4,1,1,4,3,3,9,5,10,0,1,1,8
8918,Downtown Cairo,33418,2,0,1,2,5,10,2,7,9,0,1,0,6
8919,Dokki,21071,5,1,0,5,10,3,1,8,10,1,1,0,7
8920,Madinaty,21130,5,0,0,7,6,2,8,5,6,1,1,0,10
8921,Heliopolis,24721,5,0,0,2,6,2,6,5,5,0,1,0,7
8922,Mokattam,6712,3,1,1,2,8,4,4,5,4,0,1,1,4
8923,Helwan,21091,2,0,0,9,3,8,6,10,4,0,1,0,5
8924,6th of October,19857,1,1,1,8,7,7,7,6,5,0,1,0,4
8925,Faisal,45394,4,1,0,8,4,4,9,8,6,0,1,0,7
8926,Nasr City,49836,3,0,1,8,9,6,1,9,8,0,0,0,7
8927,Dokki,38301,2,1,0,6,8,7,3,10,10,1,0,1,8
8928,Faisal,20553,4,1,1,5,7,3,2,7,5,0,0,0,9
8929,New Capital,21404,1,1,0,8,4,4,9,8,6,1,1,1,9
8930,Dokki,11093,4,1,0,4,3,5,10,7,6,0,1,0,10
8931,Maadi,17156,5,0,0,10,3,9,8,9,5,1,1,0,9
8932,Shoubra,17785,5,0,0,3,7,2,5,7,4,1,0,0,9
8933,El Obour,29271,3,1,0,2,3,10,8,3,8,0,1,0,5
8934,Mohandeseen,18694,4,1,0,9,5,2,3,10,6,0,1,0,8
8935,Heliopolis,40114,5,0,1,7,7,4,10,4,3,0,1,0,10
8936,Heliopolis,8013,3,0,1,5,6,4,1,4,10,0,1,0,5
8937,6th of October,36799,3,1,1,10,6,10,4,8,2,0,0,0,10
8938,Sheikh Zayed,28752,3,0,1,6,3,4,9,9,5,1,1,0,6
8939,Al Rehab,15156,1,0,0,2,3,4,7,4,8,1,1,0,10
8940,Nasr City,14304,5,0,0,2,4,3,8,4,9,0,1,0,8
8941,Helwan,44645,5,1,0,8,9,5,8,6,7,0,1,1,4
8942,New Capital,42938,2,0,1,2,7,9,10,10,8,1,1,1,10
8943,Dokki,16078,1,1,0,7,8,7,8,3,10,0,1,0,4
8944,Downtown Cairo,30078,5,1,0,8,7,2,6,10,7,0,1,0,6
8945,Downtown Cairo,6315,5,1,0,6,5,6,8,3,8,1,1,0,5
8946,Mokattam,31220,2,1,0,4,9,9,9,6,3,0,1,0,5
8947,El Obour,35731,4,1,1,4,6,2,1,10,8,1,1,0,9
8948,Al Rehab,36833,4,1,0,3,9,7,10,7,8,1,1,1,8
8949,El Obour,16420,1,0,1,2,6,8,4,6,3,0,1,0,10
8950,6th of October,22312,3,0,0,9,5,6,1,4,6,1,1,0,4
8951,Madinaty,25395,2,0,1,10,4,5,10,8,5,1,1,0,6
8952,Sheikh Zayed,44301,2,0,1,3,5,8,8,9,8,1,1,0,7
8953,Helwan,19317,5,1,0,5,4,10,7,3,5,0,1,0,6
8954,Mokattam,20968,5,1,0,4,10,5,2,9,10,0,1,0,8
8955,Haram,26854,2,0,1,5,4,4,4,8,10,0,1,0,5
8956,Al Rehab,9244,3,1,0,5,10,5,9,6,6,1,1,1,4
8957,Shoubra,34929,4,1,0,9,9,6,10,9,9,0,1,1,8
8958,Zamalek,44922,1,1,0,4,8,10,5,4,4,0,1,0,4
8959,Dokki,28054,4,1,0,4,4,2,5,4,5,0,1,0,9
8960,Madinaty,22588,1,0,0,7,10,10,9,5,3,1,1,0,4
8961,6th of October,48590,3,1,1,4,9,10,3,10,4,0,1,0,5
8962,New Cairo,38660,2,1,1,6,3,9,8,7,5,1,1,0,9
8963,Mokattam,11018,3,1,1,5,3,9,1,9,10,0,1,0,7
8964,Downtown Cairo,14621,2,1,1,5,4,9,1,10,5,0,1,0,5
8965,Maadi,4973,5,1,0,3,10,5,3,7,2,0,1,0,9
8966,Mokattam,47602,1,1,0,10,10,8,1,7,3,0,0,0,5
8967,Shoubra,43383,5,1,0,6,10,3,1,8,8,1,0,0,9
8968,Dokki,41097,2,0,1,6,5,4,3,9,3,0,0,1,8
8969,Sheikh Zayed,38245,1,1,0,8,5,9,9,3,4,1,1,0,5
8970,Haram,29346,1,1,0,4,5,5,5,8,4,0,1,0,9
8971,Nasr City,44097,5,0,0,7,3,7,4,3,9,0,1,0,4
8972,Heliopolis,10444,1,1,1,2,8,9,7,3,8,1,1,0,6
8973,Dokki,28881,2,0,1,6,9,9,2,3,2,0,1,0,5
8974,Downtown Cairo,28846,2,0,1,6,4,6,6,4,9,0,1,0,10
8975,Zamalek,15406,5,0,0,10,6,8,10,7,4,0,0,0,9
8976,Sheikh Zayed,43611,3,0,0,6,5,2,7,8,6,0,1,0,7
8977,Zamalek,29439,2,1,0,9,9,6,4,8,8,0,1,0,4
8978,Al Rehab,9972,2,1,0,4,9,4,7,3,4,1,1,1,4
8979,Haram,41873,1,1,0,7,8,5,10,7,9,0,1,1,6
8980,Mokattam,14931,1,1,0,3,3,2,4,4,9,1,1,0,5
8981,Al Rehab,11702,2,1,0,10,7,2,7,3,10,0,1,1,4
8982,Madinaty,23298,5,0,1,7,10,4,9,5,7,1,1,0,7
8983,Helwan,25540,3,0,1,6,4,5,3,6,3,0,1,0,4
8984,Sheikh Zayed,36040,1,0,0,10,5,4,7,3,9,1,1,0,8
8985,Downtown Cairo,35000,1,1,1,2,3,3,8,3,3,0,0,1,6
8986,Shoubra,33805,3,1,0,4,10,8,2,10,10,0,1,1,4
8987,El Obour,6599,1,0,0,3,7,10,1,5,3,0,0,0,6
8988,6th of October,26100,5,1,0,10,4,4,5,8,8,0,1,0,8
8989,Al Rehab,34509,1,1,1,7,6,10,7,10,4,1,1,0,4
8990,Al Rehab,39003,1,0,0,7,4,9,8,4,2,1,1,1,9
8991,Heliopolis,23183,2,1,1,6,10,6,8,6,9,0,1,0,7
8992,Zamalek,42241,5,0,0,5,4,7,1,8,8,1,1,0,4
8993,Heliopolis,4018,5,1,1,5,9,2,5,4,4,0,0,0,4
8994,El Obour,4858,2,1,0,3,5,7,2,9,2,1,1,0,7
8995,Nasr City,29992,4,1,1,8,8,10,3,8,5,1,1,1,10
8996,Downtown Cairo,36580,3,1,1,7,4,8,6,5,6,0,0,0,9
8997,Haram,9380,5,1,1,4,7,10,2,9,4,0,1,0,5
8998,New Capital,39800,4,0,1,8,7,6,9,3,6,1,1,0,9
8999,Mokattam,22915,3,0,0,10,10,6,4,8,2,1,1,0,8
9000,Downtown Cairo,44239,5,1,0,2,4,6,10,6,8,0,1,0,5
9001,Nasr City,41487,1,0,1,9,4,7,7,4,3,0,1,0,7
9002,Sheikh Zayed,16943,5,0,0,3,8,5,7,3,6,1,1,1,8
9003,Maadi,41631,3,0,1,2,7,10,7,7,3,0,1,0,9
9004,Dokki,40806,4,0,0,10,7,8,7,8,9,0,0,0,6
9005,Madinaty,22836,1,0,0,3,5,4,7,5,4,1,1,0,4
9006,Shoubra,39614,3,1,0,8,6,8,2,10,2,1,0,0,4
9007,Madinaty,44832,3,0,0,8,7,4,9,10,7,1,1,1,6
9008,Haram,15394,5,1,0,2,6,4,8,4,9,0,1,0,9
9009,Helwan,10622,2,1,0,2,6,5,8,7,8,0,1,0,5
9010,El Obour,49063,2,1,0,8,7,3,9,8,7,0,1,0,7
9011,Zamalek,29280,1,1,1,7,8,9,5,4,6,0,1,1,6
9012,Zamalek,15782,3,1,0,5,8,2,10,4,9,1,0,0,6
9013,Downtown Cairo,5159,4,0,1,4,5,2,3,9,5,0,1,0,10
9014,Zamalek,8626,1,1,0,6,4,2,5,9,8,0,0,1,5
9015,Heliopolis,27440,1,0,1,6,8,5,6,7,3,0,1,0,9
9016,El Obour,40490,5,1,0,4,3,2,9,5,10,0,1,0,8
9017,Zamalek,15630,4,0,0,7,10,4,9,5,9,1,1,1,10
9018,Nasr City,48042,3,0,0,4,4,8,4,7,5,0,1,1,8
9019,6th of October,10589,3,0,0,5,3,4,10,5,8,1,1,0,4
9020,Helwan,27233,3,1,1,4,10,3,5,6,2,0,0,1,4
9021,Shoubra,39011,1,0,1,7,7,7,8,6,6,0,1,0,4
9022,Mohandeseen,12177,5,1,0,10,4,9,9,3,3,0,1,1,4
9023,Helwan,38528,1,1,1,4,4,5,1,7,3,0,0,1,4
9024,Downtown Cairo,42210,2,0,0,2,3,5,3,9,3,1,1,0,6
9025,Zamalek,30372,2,1,1,8,5,3,4,6,3,0,0,0,5
9026,El Shorouk,27508,3,0,0,6,10,6,9,4,6,0,1,0,4
9027,Nasr City,18965,5,1,0,5,10,9,1,9,5,0,1,0,9
9028,Heliopolis,7236,3,1,0,4,8,2,10,10,2,0,0,1,4
9029,Zamalek,19611,3,1,1,8,7,3,8,8,7,0,1,0,5
9030,Zamalek,26282,1,1,0,3,7,2,2,5,4,1,0,0,5
9031,Madinaty,45003,3,1,0,5,8,5,9,9,9,1,1,1,8
9032,Madinaty,19829,3,0,0,3,7,8,9,9,3,1,1,1,9
9033,New Cairo,12680,5,1,0,9,4,4,7,10,9,1,1,1,10
9034,Helwan,15340,5,0,0,4,9,9,4,8,7,0,0,1,8
9035,Faisal,35093,5,0,0,6,6,7,2,10,6,0,1,0,8
9036,Al Rehab,25107,3,1,1,5,9,3,8,6,7,0,1,0,8
9037,Haram,13148,5,0,1,6,3,10,10,6,7,1,0,0,9
9038,Maadi,47074,5,1,1,5,10,10,2,10,5,0,0,0,8
9039,6th of October,21499,4,1,0,9,8,8,4,8,2,1,0,1,6
9040,Helwan,22165,4,1,0,7,4,9,2,7,3,0,1,0,5
9041,Mokattam,47786,2,1,0,2,10,2,7,10,9,0,1,0,10
9042,Sheikh Zayed,29226,1,1,0,6,5,7,8,8,10,0,1,1,9
9043,Helwan,22260,1,0,1,2,5,10,7,4,5,1,0,0,5
9044,Helwan,28916,5,1,1,4,4,7,2,10,9,1,1,0,4
9045,El Shorouk,47910,2,0,0,7,3,4,4,8,7,1,1,1,5
9046,New Capital,34480,2,0,1,10,8,3,9,9,2,1,1,1,7
9047,Haram,36191,4,0,1,4,7,9,6,6,7,0,1,0,8
9048,New Cairo,13546,2,1,1,5,7,5,7,4,8,1,1,0,7
9049,Al Rehab,40044,3,0,0,2,10,2,7,5,2,0,1,1,7
9050,Haram,25921,5,1,0,3,6,9,9,9,10,0,1,0,4
9051,Sheikh Zayed,40940,3,1,0,8,8,2,10,5,7,1,1,1,7
9052,Helwan,49951,1,0,1,9,10,3,9,5,9,0,1,0,6
9053,Haram,16836,4,1,1,2,4,2,3,8,9,1,1,0,10
9054,Nasr City,12989,3,1,0,10,6,9,2,9,10,1,0,0,9
9055,Mokattam,17740,5,1,0,7,5,4,8,8,2,1,1,0,10
9056,Madinaty,34180,3,0,1,2,9,10,8,10,7,0,1,0,7
9057,Downtown Cairo,17102,3,1,0,5,9,8,6,10,10,0,0,0,8
9058,Zamalek,19357,2,1,0,5,10,7,8,3,9,0,0,0,9
9059,Shoubra,34255,4,1,0,8,7,7,3,7,5,0,1,0,4
9060,Al Rehab,40094,1,1,0,2,10,2,9,5,6,1,1,0,6
9061,New Capital,29221,5,1,0,10,9,9,9,3,10,1,1,0,6
9062,Heliopolis,4719,5,0,0,2,8,4,10,3,6,0,0,0,9
9063,Shoubra,21906,1,0,1,4,7,4,2,7,10,0,1,0,4
9064,Maadi,27140,5,0,0,2,9,4,7,5,2,0,1,1,7
9065,Zamalek,5069,2,1,1,2,6,10,2,7,10,1,1,0,5
9066,6th of October,11749,3,1,0,5,4,6,2,9,10,1,1,1,8
9067,El Shorouk,16935,2,0,1,3,6,3,5,8,7,0,1,0,7
9068,Helwan,41655,2,1,0,10,8,5,9,7,8,0,1,0,8
9069,Downtown Cairo,48035,2,0,0,2,5,8,2,9,7,0,0,0,8
9070,Faisal,34720,1,1,0,4,8,2,9,10,5,0,1,0,7
9071,Madinaty,31937,4,1,0,3,4,3,9,6,8,0,1,1,10
9072,El Shorouk,22540,1,1,0,2,8,9,10,8,3,0,1,0,7
9073,Mokattam,11944,1,0,0,10,5,9,4,7,4,0,1,0,6
9074,6th of October,16747,2,1,0,6,4,4,5,3,5,0,1,0,4
9075,El Obour,14505,4,1,0,7,6,6,6,5,4,0,1,0,8
9076,New Cairo,15697,1,1,1,9,3,9,7,7,10,1,1,1,7
9077,Mokattam,40907,4,0,0,8,6,10,10,3,5,0,0,1,10
9078,Madinaty,19221,2,1,0,8,4,3,7,5,2,1,1,1,6
9079,Shoubra,11087,1,1,0,10,8,9,6,4,9,0,1,0,9
9080,Dokki,25462,4,0,1,4,5,4,6,8,5,0,1,1,10
9081,Sheikh Zayed,26789,5,0,1,9,6,10,9,3,10,1,1,0,10
9082,New Capital,37400,1,1,0,7,4,6,10,9,10,0,1,0,4
9083,Al Rehab,6199,1,1,0,9,5,6,7,8,10,1,1,1,7
9084,Shoubra,48023,1,1,1,5,9,5,9,4,10,1,1,0,9
9085,New Capital,25737,4,0,1,2,5,9,8,8,8,0,1,1,10
9086,Sheikh Zayed,10073,3,1,0,4,5,2,8,8,10,0,1,1,10
9087,Helwan,20744,1,0,0,4,8,7,5,9,8,0,1,1,5
9088,El Obour,14559,5,1,1,2,4,8,9,8,9,0,1,0,6
9089,Al Rehab,36695,5,0,0,6,5,9,9,10,3,1,1,1,6
9090,New Cairo,12401,2,0,1,7,5,5,7,4,5,1,1,1,8
9091,6th of October,15659,3,0,0,10,6,10,2,10,5,0,1,0,8
9092,Heliopolis,45890,3,1,0,9,5,4,10,6,5,0,1,0,6
9093,Al Rehab,17894,4,0,0,5,9,9,9,4,4,0,1,0,9
9094,Shoubra,33160,2,1,0,7,8,6,2,3,2,1,1,1,7
9095,Faisal,33272,4,1,0,4,3,6,2,8,7,0,1,1,4
9096,Nasr City,28512,2,1,1,2,10,8,5,7,6,0,0,0,9
9097,Mokattam,37645,3,0,0,10,4,6,1,8,4,0,1,0,5
9098,Helwan,25179,4,0,0,9,5,8,2,5,8,0,0,0,7
9099,New Cairo,14691,2,0,0,7,9,10,10,9,7,1,1,1,10
9100,Sheikh Zayed,20110,3,1,0,4,9,6,7,6,5,1,1,1,5
9101,Shoubra,39291,3,1,0,6,10,3,7,5,10,0,0,0,6
9102,Shoubra,49311,1,0,1,10,5,7,4,3,5,0,1,0,8
9103,Sheikh Zayed,33845,4,1,1,8,7,10,8,7,10,1,1,0,7
9104,Faisal,43038,1,0,0,3,10,10,6,10,4,0,1,0,5
9105,Helwan,28967,3,1,0,7,6,6,9,4,8,0,1,0,10
9106,El Obour,32478,4,1,0,10,5,3,3,9,8,0,1,1,8
9107,Zamalek,9088,4,0,0,2,6,7,9,4,2,0,1,0,7
9108,El Shorouk,44332,5,1,0,6,6,5,9,8,2,0,1,0,4
9109,Sheikh Zayed,11066,2,1,0,10,3,5,7,9,3,1,1,0,5
9110,Al Rehab,43313,5,1,0,4,4,4,8,8,5,0,1,0,7
9111,Nasr City,6321,5,1,0,4,3,2,7,3,3,0,0,0,8
9112,Maadi,49900,3,1,0,10,4,10,8,10,6,0,1,0,6
9113,Helwan,28533,2,0,0,4,7,7,3,3,3,0,1,0,10
9114,Mohandeseen,28509,5,1,0,10,9,4,7,9,9,0,0,0,4
9115,Heliopolis,45098,5,1,0,4,3,2,7,5,7,0,1,0,9
9116,6th of October,12294,4,1,0,9,6,7,7,9,4,0,1,0,8
9117,El Obour,42101,3,1,0,10,10,5,2,5,3,0,1,0,9
9118,Al Rehab,29059,5,0,0,4,10,2,8,8,10,1,1,0,5
9119,Shoubra,35248,2,1,0,2,5,5,10,8,2,0,0,0,9
9120,Shoubra,44626,1,1,0,10,7,3,8,10,7,1,1,0,5
9121,Maadi,24703,1,1,1,8,4,4,5,9,8,0,1,1,10
9122,Madinaty,42157,3,1,1,7,3,8,8,5,10,0,1,0,7
9123,El Shorouk,7205,1,1,1,5,7,8,7,8,8,1,1,0,9
9124,Mohandeseen,38929,4,0,0,6,8,6,10,4,5,0,0,0,5
9125,Al Rehab,21848,4,0,1,8,3,3,10,3,3,1,1,0,4
9126,Madinaty,37411,2,1,1,10,6,10,8,6,7,1,1,1,9
9127,El Obour,18986,3,1,0,7,8,10,6,4,8,0,1,0,7
9128,Helwan,15628,3,1,0,5,3,10,6,6,7,0,1,0,7
9129,Dokki,42119,1,1,0,5,4,7,10,5,5,0,0,0,8
9130,New Cairo,8553,5,1,0,4,8,2,10,5,8,1,1,1,5
9131,New Capital,10518,5,0,1,3,9,7,7,3,7,1,1,0,8
9132,El Obour,42491,5,1,0,5,8,9,5,7,7,1,1,0,4
9133,Faisal,11946,2,0,1,7,4,5,1,7,3,1,1,0,5
9134,Dokki,4610,3,1,0,2,5,7,1,8,3,1,0,1,9
9135,6th of October,8302,1,1,1,3,5,9,10,10,7,0,1,0,9
9136,Faisal,38311,2,0,0,9,10,7,5,8,2,1,1,0,5
9137,El Obour,38234,4,0,1,4,10,5,1,9,9,0,1,0,10
9138,Mohandeseen,45876,4,0,0,2,4,8,7,5,10,0,1,1,9
9139,Haram,18656,4,0,0,3,9,6,10,7,9,0,0,0,9
9140,Maadi,43004,3,0,0,4,4,2,8,7,7,0,0,0,5
9141,Haram,22656,4,1,0,3,4,4,10,10,2,0,0,0,7
9142,Haram,45811,5,1,1,5,7,4,2,8,9,0,1,0,9
9143,Al Rehab,8536,4,0,0,5,8,2,9,5,3,1,1,0,10
9144,Zamalek,46974,2,1,0,3,9,5,10,9,5,0,1,0,6
9145,Mokattam,23856,4,1,0,2,3,3,8,3,2,1,1,0,6
9146,Shoubra,40410,5,0,0,4,7,2,1,4,2,0,1,0,5
9147,Al Rehab,48830,4,1,0,5,9,7,7,9,6,1,1,1,4
9148,Zamalek,20447,1,0,0,7,6,8,5,9,7,1,0,0,8
9149,Dokki,49823,5,0,1,6,5,5,10,8,10,0,1,0,7
9150,Shoubra,37327,3,1,1,3,3,6,1,7,4,0,1,0,9
9151,Mokattam,38501,4,0,1,5,5,10,10,6,3,0,0,0,6
9152,Downtown Cairo,12861,2,0,0,7,9,9,8,7,3,0,1,0,9
9153,Mokattam,24278,4,0,0,5,6,3,9,4,9,0,0,0,8
9154,Al Rehab,5542,2,1,0,8,4,4,9,4,10,1,1,1,4
9155,Shoubra,46231,1,0,0,7,5,10,9,4,9,0,1,0,5
9156,Faisal,6415,3,1,0,7,4,6,6,9,4,0,1,0,7
9157,Helwan,47751,5,1,0,3,5,2,7,4,9,0,1,0,4
9158,Heliopolis,16905,5,0,1,8,9,10,7,6,7,1,0,0,6
9159,Al Rehab,25601,3,0,1,10,6,9,8,3,7,1,1,1,5
9160,Helwan,42155,1,0,1,7,5,8,3,9,10,0,0,0,8
9161,6th of October,25563,1,0,0,9,6,8,9,4,9,1,1,0,9
9162,Haram,44955,4,0,0,7,9,9,3,4,2,0,0,0,5
9163,Helwan,10643,1,0,1,7,3,5,3,8,8,0,1,0,6
9164,El Shorouk,28044,4,0,0,5,7,8,4,6,7,0,1,0,7
9165,Nasr City,15246,2,0,0,7,6,9,10,10,6,0,1,0,8
9166,Al Rehab,6458,3,1,1,5,5,4,8,7,4,1,1,1,4
9167,Sheikh Zayed,10028,2,0,0,7,3,3,8,7,2,0,1,1,10
9168,Sheikh Zayed,42215,2,1,1,2,9,3,10,10,9,0,1,1,9
9169,New Cairo,38716,2,0,0,8,6,8,8,6,4,0,1,0,6
9170,Helwan,10306,2,1,1,3,5,10,5,10,8,0,0,0,6
9171,Dokki,45019,5,1,0,7,8,9,1,7,7,0,0,0,8
9172,Sheikh Zayed,44860,1,0,0,10,6,8,10,5,3,0,1,0,5
9173,El Obour,31678,3,1,0,4,6,10,6,3,3,0,0,0,7
9174,El Shorouk,28908,3,1,0,5,4,5,4,8,4,0,1,0,5
9175,Zamalek,16363,2,1,0,6,5,8,8,7,4,0,0,0,10
9176,Faisal,18066,3,1,1,9,7,6,1,6,3,0,1,1,8
9177,New Capital,36711,4,0,1,7,6,2,10,5,9,0,1,0,10
9178,Haram,4189,3,1,0,9,10,5,5,3,2,0,1,0,8
9179,Al Rehab,15752,2,1,0,4,3,2,7,9,4,1,1,1,6
9180,New Capital,11482,3,0,0,4,5,2,7,4,2,1,1,0,10
9181,New Cairo,20679,1,1,0,10,7,8,8,9,5,1,1,0,7
9182,Helwan,28552,2,1,1,7,5,4,6,7,2,0,0,0,6
9183,El Shorouk,4799,5,0,0,9,8,10,3,8,2,0,1,0,6
9184,Madinaty,29381,1,1,1,5,7,8,10,3,5,0,1,0,6
9185,Mohandeseen,13934,3,0,0,6,10,7,7,10,7,0,0,0,9
9186,Downtown Cairo,23084,5,1,0,10,7,3,10,3,7,0,0,1,4
9187,Nasr City,45556,1,0,1,8,6,6,1,10,5,0,1,0,9
9188,Sheikh Zayed,13909,4,1,0,6,4,9,10,8,8,0,1,0,10
9189,New Capital,29931,1,1,0,8,5,5,7,4,9,1,1,0,6
9190,Faisal,49183,5,1,0,10,10,9,1,3,3,0,1,0,7
9191,Sheikh Zayed,29868,4,1,0,4,3,10,9,8,10,0,1,0,5
9192,Downtown Cairo,47558,3,0,0,4,8,9,6,7,6,0,0,0,8
9193,Helwan,17846,2,0,0,5,10,7,2,9,7,0,1,0,9
9194,El Shorouk,26257,3,1,0,8,3,3,5,5,2,0,1,1,10
9195,New Cairo,32013,2,1,0,6,4,9,9,7,5,1,1,1,6
9196,Madinaty,41482,2,1,0,6,3,5,9,9,8,0,1,0,8
